IntakeMonth,Breed,EstimatedAge,Sex,SpayNeuter,Size,Color,IntakeType,IntakeYear,OutcomeYear,Class
Stray,2011,June,,,FEMALE,false,KITTN,GRAY TABBY,2011,Euthanized
Stray,2011,August,,,MALE,false,KITTN,BLACK,2011,Euthanized
Owner Surrender,2011,April,LABRADOR RETR - BORDER COLLIE,Infant - Younger than 6 months,MALE,false,PUPPY,BLACK,2011,Other
Owner Surrender,2011,June,,Youth - Younger than 1 year,FEMALE,false,SMALL,BLACK,2011,Euthanized
Stray,2011,August,,,MALE,false,KITTN,BLACK,2011,Euthanized
Stray,2011,August,,,MALE,false,LARGE,BLACK,2011,Euthanized
Stray,2011,August,,,FEMALE,true,TOY,BROWN,2011,Home
Owner Surrender,2011,May,,Older than 7 years,FEMALE,true,SMALL,BROWN,2011,Euthanized
Owner Surrender,2011,January,,Older than 7 years,FEMALE,true,LARGE,WHITE,2011,Euthanized
Owner Surrender,2012,May,BEAGLE - DACHSHUND,Older than 1 year,MALE,true,SMALL,BROWN,2012,Home
Stray,2011,October,CHOW CHOW - CHINESE SHARPEI,Older than 1 year,MALE,true,MED,RED,2011,Home
Owner Surrender,2011,July,,,UNKNOWN,false,MED,GRAY,2011,Euthanized
Owner Surrender,2011,April,,Older than 1 year,FEMALE,false,SMALL,BRN TABBY,2011,Other
Stray,2012,May,,Infant - Younger than 6 months,FEMALE,true,KITTN,TORTIE,2012,Other
Owner Surrender,2011,July,,Infant - Younger than 6 months,MALE,false,MED,BLACK,2011,Euthanized
Stray,2011,March,,,UNKNOWN,false,MED,BRN TABBY,2011,Euthanized
Impound,2011,May,LABRADOR RETR - MIX,Older than 1 year,MALE,true,LARGE,BLACK,2011,Home
Foster Return,2012,February,BORDER COLLIE - MIX,Older than 1 year,FEMALE,true,LARGE,BLACK,2012,Home
Stray,2011,June,,Older than 7 years,FEMALE,true,MED,TAN,2011,Home
Stray,2012,July,BENGAL - MIX,Infant - Younger than 6 months,MALE,false,KITTN,BRN MERLE,2012,Other
Foster Return,2011,September,,Infant - Younger than 6 months,MALE,true,KITTN,GRAY,2011,Home
Stray,2011,June,,,FEMALE,false,MED,BLACK,2011,Euthanized
Stray,2011,March,PUG - MIX,,FEMALE,true,MED,TAN,2011,Home
Stray,2011,May,,,UNKNOWN,false,MED,ORG TABBY,2011,Euthanized
Owner Surrender,2011,April,ENG COONHOUND - FRENCH BULLDOG,Infant - Younger than 6 months,MALE,true,PUPPY,FAWN,2011,Home
Stray,2012,May,,Infant - Younger than 6 months,MALE,true,PUPPY,TAN,2012,Home
Impound,2011,April,POMERANIAN - MIX,Youth - Younger than 1 year,MALE,true,SMALL,BLACK,2011,Home
Stray,2011,July,,Infant - Younger than 6 months,MALE,false,KITTN,SEAL PT,2011,Other
Owner Surrender,2011,February,,Youth - Younger than 1 year,MALE,true,SMALL,CHOCOLATE,2011,Home
Owner Surrender,2012,September,,Older than 1 year,FEMALE,false,MED,TORTIE,2012,Euthanized
Stray,2011,February,,Older than 1 year,MALE,false,MED,BLACK,2011,Euthanized
Stray,2011,August,BEAGLE - MIX,Older than 1 year,FEMALE,true,MED,TRICOLOR,2011,Home
Stray,2012,February,,,MALE,true,LARGE,CHOCOLATE,2012,Euthanized
Stray,2012,February,RHOD RIDGEBACK - GOLDEN RETR,,FEMALE,true,LARGE,RED,2012,Other
Stray,2011,June,,,FEMALE,false,MED,BUFF,2011,Euthanized
Stray,2011,June,,Infant - Younger than 6 months,FEMALE,true,KITTN,GRAY,2011,Home
Owner Surrender,2012,February,GOLDEN RETR - MIX,Youth - Younger than 1 year,FEMALE,true,PUPPY,GOLD,2012,Home
Stray,2012,April,,Older than 1 year,FEMALE,true,MED,WHITE,2012,Other
Stray,2012,July,,Infant - Younger than 6 months,MALE,false,KITTN,BRN TABBY,2012,Other
Impound,2011,April,,,MALE,false,LARGE,WHITE,2011,Other
Stray,2011,May,,,UNKNOWN,false,KITTN,BLACK,2011,Euthanized
Stray,2012,September,,Older than 1 year,FEMALE,false,LARGE,BR BRINDLE,2012,Euthanized
Stray,2012,April,,,MALE,false,KITTN,WHITE,2012,Other
Owner Surrender,2011,August,BEAGLE - JACK RUSS TER,Older than 1 year,FEMALE,true,MED,TRICOLOR,2011,Home
Stray,2011,November,,Youth - Younger than 1 year,FEMALE,true,LARGE,BROWN,2011,Other
Reported Lost by Public,2012,August,,,FEMALE,false,SMALL,UNKNOWN,2012,Other
Owner Surrender,2011,January,YORKSHIRE TERR - DACHSHUND,Older than 1 year,FEMALE,false,SMALL,APRICOT,2011,Other
Stray,2012,May,,,MALE,false,KITTN,BLACK,2012,Euthanized
Stray,2011,June,SIAMESE - MIX,Infant - Younger than 6 months,MALE,false,KITTN,SEAL PT,2011,Other
Owner Surrender,2012,May,,Older than 1 year,MALE,true,X-LRG,ORANGE,2012,Euthanized
Stray,2011,September,,,UNKNOWN,false,MED,TORTIE,2011,Euthanized
Stray,2011,August,,,UNKNOWN,false,KITTN,GRAY TABBY,2011,Euthanized
Owner Surrender,2011,December,LABRADOR RETR - MIX,Older than 1 year,FEMALE,true,MED,YELLOW,2012,Other
Stray,2011,June,,,UNKNOWN,false,SMALL,BLACK,2011,Euthanized
Owner Surrender,2011,May,,Older than 7 years,FEMALE,false,SMALL,WHITE,2011,Euthanized
Owner Surrender,2011,August,,Older than 1 year,FEMALE,false,MED,BRN TABBY,2011,Euthanized
Stray,2011,October,,,UNKNOWN,false,SMALL,GRAY,2011,Other
Owner Surrender,2011,May,,,MALE,false,KITTN,BLACK,2011,Euthanized
Owner Surrender,2011,March,PUG - BEAGLE,,FEMALE,true,MED,BROWN,2011,Euthanized
Stray,2011,February,,Infant - Younger than 6 months,FEMALE,true,MED,BLACK,2011,Home
Stray,2011,February,,Older than 1 year,MALE,true,SMALL,BROWN,2011,Home
Stray,2012,July,,Older than 1 year,FEMALE,true,SMALL,GRAY TABBY,2012,Other
Stray,2011,June,,,MALE,false,MED,GRAY TABBY,2011,Euthanized
Owner Surrender,2011,June,,Older than 1 year,FEMALE,true,MED,CALICO,2012,Home
Stray,2011,August,,,UNKNOWN,false,KITTN,BRN TABBY,2011,Euthanized
Owner Surrender,2011,May,AUST CATTLE DOG - AUST SHEPHERD,Older than 1 year,FEMALE,true,MED,BLUE MERLE,2011,Other
Stray,2011,July,,Older than 1 year,FEMALE,true,LARGE,YELLOW,2011,Home
Stray,2011,March,,,FEMALE,true,SMALL,GRAY TABBY,2011,Other
Owner Surrender,2011,June,,Youth - Younger than 1 year,FEMALE,false,SMALL,BLACK,2011,Euthanized
Stray,2011,December,SHETLD SHEEPDOG - MIX,Older than 1 year,FEMALE,true,MED,BLACK,2012,Other
Stray,2012,August,,Infant - Younger than 6 months,FEMALE,false,PUPPY,FAWN,2012,Other
Stray,2012,April,,Infant - Younger than 6 months,MALE,true,KITTN,BRN TABBY,2012,Other
Stray,2012,May,,,FEMALE,false,KITTN,TORTIE,2012,Euthanized
Owner Surrender,2011,July,,Older than 7 years,MALE,true,X-LRG,ORG TABBY,2011,Euthanized
Owner Surrender,2011,August,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,2011,Euthanized
Stray,2012,August,,Infant - Younger than 6 months,FEMALE,false,KITTN,BLK TABBY,2012,Other
Stray,2011,December,,Older than 1 year,MALE,true,LARGE,WHITE,2012,Home
Stray,2012,April,,,FEMALE,false,SMALL,BLACK,2012,Other
Stray,2012,June,,Infant - Younger than 6 months,FEMALE,true,KITTN,GRAY,2012,Other
Foster Return,2012,April,,Youth - Younger than 1 year,FEMALE,true,MED,BR BRINDLE,2012,Home
Stray,2012,July,,Older than 1 year,FEMALE,true,MED,BLACK,2012,Home
Owner Surrender,2011,March,,,FEMALE,false,MED,BLK TABBY,2011,Euthanized
Stray,2012,October,,Older than 1 year,FEMALE,false,MED,GRAY,2012,Other
Owner Surrender,2011,April,,,UNKNOWN,false,KITTN,BUFF,2011,Other
Stray,2011,May,,Older than 7 years,FEMALE,true,LARGE,BLACK,2011,Home
Owner Surrender,2012,July,BEAGLE - AUST CATTLE DOG,Youth - Younger than 1 year,FEMALE,false,SMALL,TRICOLOR,2012,Other
Owner Surrender,2011,July,,Infant - Younger than 6 months,FEMALE,true,KITTN,WHITE,2011,Other
Stray,2011,April,,,UNKNOWN,false,LARGE,GRAY TIGER,2011,Euthanized
Owner Surrender,2012,May,,,MALE,false,LARGE,BROWN,2012,Euthanized
Stray,2011,February,JACK RUSS TER - SHIH TZU,Older than 1 year,MALE,true,SMALL,WHITE,2011,Home
Owner Surrender,2011,December,,Youth - Younger than 1 year,FEMALE,true,SMALL,BRN TABBY,2011,Other
Stray,2012,May,,,FEMALE,false,KITTN,GRAY,2012,Other
Stray,2011,December,,Infant - Younger than 6 months,FEMALE,true,PUPPY,WHITE,2011,Other
Owner Surrender,2012,July,POODLE MIN - MIX,Older than 7 years,FEMALE,true,MED,BLACK,2012,Euthanized
Stray,2012,February,,Older than 1 year,FEMALE,false,MED,GRAY,2012,Euthanized
Stray,2011,September,JACK RUSS TER - POODLE MIN,,MALE,false,SMALL,WHITE,2011,Euthanized
Stray,2012,September,,Older than 1 year,MALE,false,MED,ORANGE,2012,Other
Stray,2011,June,,,UNKNOWN,false,KITTN,BLACK,2011,Other
Owner Surrender,2012,February,JACK RUSS TER - MIX,Infant - Younger than 6 months,FEMALE,false,SMALL,WHITE,2012,Other
Stray,2012,February,,Older than 1 year,FEMALE,true,MED,WHITE,2012,Home
Stray,2011,May,LABRADOR RETR - MIX,,MALE,false,MED,BROWN,2011,Euthanized
Owner Surrender,2011,June,MALTESE - MIX,Older than 1 year,FEMALE,false,MED,WHITE,2011,Home
Stray,2012,April,,,FEMALE,false,LARGE,CALICO,2012,Euthanized
Foster Return,2011,September,,Infant - Younger than 6 months,FEMALE,true,MED,TORTIE,2011,Home
Foster Return,2012,June,,Infant - Younger than 6 months,MALE,true,KITTN,BLACK,2012,Home
Stray,2011,March,,Infant - Younger than 6 months,MALE,false,PUPPY,TAN,2011,Other
Stray,2011,March,BEARDED COLLIE - MIX,Older than 1 year,MALE,true,MED,WHITE,2011,Home
Owner Surrender,2011,January,,Older than 1 year,FEMALE,true,MED,ORANGE,2011,Home
Owner Surrender,2012,April,,Older than 7 years,FEMALE,true,X-LRG,BLACK,2012,Euthanized
Stray,2012,August,,Older than 1 year,MALE,true,SMALL,BLACK,2012,Home
Stray,2011,August,,,UNKNOWN,false,KITTN,BLACK,2011,Euthanized
Stray,2012,August,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,WHITE,2012,Other
Owner Surrender,2012,August,,Infant - Younger than 6 months,MALE,false,KITTN,WHITE,2012,Other
Foster Return,2012,May,,Older than 1 year,MALE,true,SMALL,WHITE,2012,Other
Owner Surrender,2012,May,,,MALE,false,MED,GRAY,2012,Euthanized
Owner Surrender,2012,July,BASSET HOUND - PIT BULL,Youth - Younger than 1 year,MALE,true,MED,WHITE,2012,Other
Owner Surrender,2012,August,,Youth - Younger than 1 year,MALE,false,TOY,TAN,2012,Euthanized
Owner Surrender,2012,April,,,MALE,false,KITTN,BRN TABBY,2012,Other
Stray,2011,December,,Older than 1 year,FEMALE,true,X-LRG,BLACK,2012,Home
Owner Surrender,2011,July,LABRADOR RETR - MIX,Youth - Younger than 1 year,MALE,true,PUPPY,CHOCOLATE,2011,Euthanized
Owner Surrender,2011,April,,Infant - Younger than 6 months,MALE,true,KITTN,BLACK,2011,Home
Stray,2011,May,ROTTWEILER - ALASKAN HUSKY,Infant - Younger than 6 months,FEMALE,true,MED,BLACK,2011,Home
Stray,2012,March,,Older than 7 years,FEMALE,false,MED,RED,2012,Euthanized
Owner Surrender,2012,February,,Older than 7 years,FEMALE,false,MED,ORG TABBY,2012,Euthanized
Foster Return,2011,September,,Infant - Younger than 6 months,FEMALE,true,KITTN,GRAY TABBY,2012,Home
Stray,2011,January,,,FEMALE,false,LARGE,BLACK,2011,Other
Owner Surrender,2011,May,,Older than 1 year,FEMALE,true,MED,LILAC PT,2011,Home
Stray,2012,September,BOXER - PIT BULL,Older than 1 year,MALE,true,LARGE,BR BRINDLE,2012,Other
Stray,2012,June,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,GRAY TIGER,2012,Euthanized
Stray,2011,October,,Older than 7 years,MALE,true,MED,BLACK,2011,Euthanized
Owner Surrender,2011,October,,,FEMALE,false,MED,BLK TABBY,2011,Euthanized
Stray,2011,September,,,UNKNOWN,false,KITTN,GRAY TABBY,2011,Euthanized
Owner Surrender,2012,April,,Older than 1 year,MALE,true,LARGE,WHITE,2012,Other
Stray,2012,July,,Older than 1 year,FEMALE,true,LARGE,BLACK,2012,Other
Stray,2012,June,,Older than 1 year,MALE,true,SMALL,BLACK,2012,Home
Foster Return,2012,February,BOXER - MIX,Infant - Younger than 6 months,MALE,true,PUPPY,BLACK,2012,Home
Stray,2012,March,,Infant - Younger than 6 months,MALE,false,KITTN,ORG TABBY,2012,Other
Stray,2011,June,,,UNKNOWN,false,KITTN,GRAY,2011,Euthanized
Stray,2012,April,,Older than 7 years,FEMALE,false,SMALL,BROWN,2012,Other
Owner Surrender,2011,July,,Older than 1 year,FEMALE,true,LARGE,CHOCOLATE,2011,Home
Stray,2012,March,,Infant - Younger than 6 months,MALE,true,PUPPY,TRICOLOR,2012,Home
Stray,2012,June,,,MALE,true,LARGE,YELLOW,2012,Home
Impound,2011,March,,,MALE,false,MED,TRICOLOR,2011,Other
Owner Surrender,2012,May,,Infant - Younger than 6 months,FEMALE,true,KITTN,BRN TIGER,2012,Home
Disposal Request by Public,2012,March,PIT BULL - MIX,Older than 1 year,MALE,true,LARGE,WHITE,2012,Other
Stray,2011,November,,,MALE,false,SMALL,WHITE,2011,Other
Owner Surrender,2012,October,POODLE MIN - MIX,Older than 1 year,MALE,true,SMALL,WHITE,2012,Home
Foster Return,2012,April,,Older than 1 year,FEMALE,true,LARGE,GRAY TIGER,2012,Home
Owner Surrender,2011,August,,Infant - Younger than 6 months,MALE,true,KITTN,ORG TABBY,2011,Home
Owner Surrender,2011,October,YORKSHIRE TERR - CHIHUAHUA LH,Infant - Younger than 6 months,MALE,true,PUPPY,BLACK,2011,Home
Owner Surrender,2011,February,JACK RUSS TER - MIX,Youth - Younger than 1 year,FEMALE,true,PUPPY,WHITE,2011,Home
Stray,2011,March,,,MALE,false,KITTN,BLK TIGER,2011,Other
Stray,2012,July,,Infant - Younger than 6 months,FEMALE,false,KITTN,ORG TABBY,2012,Euthanized
Owner Surrender,2011,March,,Older than 1 year,MALE,true,MED,BLACK,2011,Other
Stray,2011,April,,,UNKNOWN,false,KITTN,BLACK,2011,Other
Stray,2011,May,,,MALE,false,KITTN,ORG TABBY,2011,Euthanized
Stray,2011,April,CHIHUAHUA SH - MIX,Youth - Younger than 1 year,MALE,true,SMALL,BROWN,2011,Home
Owner Surrender,2011,February,,Infant - Younger than 6 months,FEMALE,false,KITTN,GRAY TABBY,2011,Other
Owner Surrender,2012,March,,Older than 1 year,MALE,true,LARGE,WHITE,2012,Other
Stray,2012,June,,,UNKNOWN,false,KITTN,BLACK,2012,Euthanized
Stray,2012,August,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,2012,Euthanized
Stray,2012,August,BORDER COLLIE - MIX,Older than 1 year,MALE,true,MED,BROWN,2012,Other
Stray,2011,July,LABRADOR RETR - MIX,,FEMALE,false,PUPPY,BLACK,2011,Other
Stray,2011,June,,,UNKNOWN,false,MED,BLACK,2011,Euthanized
Owner Surrender,2011,June,GERM SHEPHERD - MIX,Infant - Younger than 6 months,FEMALE,true,PUPPY,BROWN,2011,Home
Stray,2012,September,,Older than 1 year,MALE,true,TOY,BLACK,2012,Euthanized
Stray,2011,May,,,MALE,false,LARGE,GOLD,2011,Other
Owner Surrender,2011,May,CHOW CHOW - MIX,Infant - Younger than 6 months,FEMALE,true,PUPPY,BLACK,2011,Home
Reported Found by Public,2012,August,,,MALE,false,X-LRG,WHITE,2012,Other
Stray,2011,January,,,UNKNOWN,false,X-LRG,BLACK,2011,Euthanized
Owner Surrender,2011,June,LABRADOR RETR - MIX,Infant - Younger than 6 months,FEMALE,true,PUPPY,BLACK,2011,Home
Impound,2011,July,POMERANIAN - SIBERIAN HUSKY,Infant - Younger than 6 months,MALE,false,PUPPY,TRICOLOR,2011,Home
Stray,2012,June,,,MALE,true,LARGE,GRAY,2012,Euthanized
Stray,2012,July,LABRADOR RETR - GREAT DANE,Youth - Younger than 1 year,FEMALE,true,X-LRG,BLACK,2012,Home
Stray,2011,May,,,UNKNOWN,false,LARGE,ORG TABBY,2011,Euthanized
Stray,2012,August,,Infant - Younger than 6 months,FEMALE,false,KITTN,CALICO,2012,Other
Stray,2011,January,,,FEMALE,false,MED,BLACK,2011,Euthanized
Stray,2011,July,,,FEMALE,false,MED,BLACK,2012,Other
Owner Surrender,2012,August,COLLIE ROUGH - POMERANIAN,Older than 7 years,FEMALE,true,MED,TAN,2012,Other
Stray,2012,August,,Youth - Younger than 1 year,FEMALE,false,SMALL,BRN TABBY,2012,Other
Stray,2011,April,,Older than 1 year,MALE,true,MED,CHOCOLATE,2011,Home
Owner Surrender,2011,January,,,MALE,false,MED,BLK TABBY,2011,Euthanized
Owner Surrender,2011,July,,Older than 1 year,FEMALE,true,MED,GRAY,2012,Home
Stray,2011,May,,Infant - Younger than 6 months,FEMALE,false,KITTN,BRN TABBY,2011,Other
Stray,2011,October,,,FEMALE,false,KITTN,BLK TABBY,2011,Euthanized
Stray,2012,April,,,UNKNOWN,false,SMALL,BLK TABBY,2012,Euthanized
Stray,2012,May,MALTESE - POODLE MIN,,MALE,true,SMALL,WHITE,2012,Home
Stray,2012,August,,Infant - Younger than 6 months,FEMALE,false,MED,GRAY,2012,Euthanized
Stray,2011,January,,,UNKNOWN,false,LARGE,ORG TABBY,2011,Euthanized
Stray,2011,August,,Older than 1 year,MALE,true,MED,BLACK,2011,Home
Stray,2011,November,,Older than 1 year,MALE,true,SMALL,BLACK,2011,Home
Stray,2011,September,,,MALE,false,KITTN,BLACK,2011,Euthanized
Stray,2011,April,,,FEMALE,false,MED,TAN,2011,Other
Stray,2011,March,,,FEMALE,false,PUPPY,WHITE,2011,Euthanized
Foster Return,2012,February,,Youth - Younger than 1 year,MALE,true,SMALL,RED,2012,Other
Stray,2012,August,,Older than 1 year,FEMALE,false,MED,BROWN,2012,Home
Stray,2011,December,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,2011,Euthanized
Stray,2012,March,FOX TERR SMOOTH - MIX,Infant - Younger than 6 months,MALE,true,PUPPY,WHITE,2012,Other
Stray,2012,July,,,UNKNOWN,false,KITTN,WHITE,2012,Euthanized
Stray,2011,February,,Older than 1 year,MALE,true,LARGE,WHITE,2011,Home
Owner Surrender,2011,January,AUST CATTLE DOG - BOXER,Youth - Younger than 1 year,FEMALE,true,MED,BROWN,2011,Home
Foster Return,2012,April,,Youth - Younger than 1 year,FEMALE,true,KITTN,BLACK,2012,Home
Owner Surrender,2011,November,,,FEMALE,false,MED,CALICO,2011,Euthanized
Stray,2011,July,,,UNKNOWN,false,KITTN,GRAY,2011,Euthanized
Stray,2011,October,COLLIE SMOOTH - MIX,Infant - Younger than 6 months,FEMALE,true,SMALL,WHITE,2011,Home
Stray,2012,July,,Older than 1 year,MALE,false,LARGE,BR BRINDLE,2012,Euthanized
Stray,2011,June,,,UNKNOWN,false,KITTN,ORANGE,2011,Euthanized
Stray,2012,July,,Older than 7 years,MALE,false,MED,RED,2012,Euthanized
Stray,2011,January,,,FEMALE,false,LARGE,BRN TABBY,2011,Euthanized
Stray,2011,June,JACK RUSS TER - MIX,Older than 1 year,FEMALE,true,SMALL,WHITE,2011,Home
Stray,2011,January,BEAGLE - AUST SHEPHERD,Infant - Younger than 6 months,FEMALE,true,PUPPY,BLACK,2011,Home
Owner Surrender,2011,September,,Older than 1 year,FEMALE,true,LARGE,GRAY TABBY,2011,Euthanized
Owner Surrender,2012,September,AMER BULLDOG - BOXER,Youth - Younger than 1 year,MALE,true,MED,WHITE,2012,Home
Stray,2011,September,,Infant - Younger than 6 months,FEMALE,true,PUPPY,BROWN,2011,Home
Stray,2011,June,DOMESTIC SH - DOMESTIC SH,,FEMALE,false,SMALL,BRN TABBY,2011,Euthanized
Stray,2011,May,,,FEMALE,false,LARGE,WHITE,2011,Euthanized
Stray,2011,May,,Infant - Younger than 6 months,FEMALE,true,SMALL,BLACK,2011,Home
Stray,2012,January,,Older than 1 year,MALE,true,LARGE,BR BRINDLE,2012,Home
Stray,2011,August,SHIH TZU - MIX,Older than 7 years,FEMALE,true,MED,BLACK,2011,Home
Stray,2011,February,,,MALE,false,MED,BLACK,2011,Euthanized
Owner Surrender,2011,May,,,FEMALE,false,MED,BLACK,2011,Other
Owner Surrender,2011,September,GERM SHEPHERD - MIX,Older than 1 year,MALE,true,LARGE,TAN,2011,Other
Stray,2011,August,,,FEMALE,false,LARGE,WHITE,2011,Euthanized
Owner Surrender,2011,May,,,MALE,true,MED,ORG TABBY,2011,Other
Stray,2012,June,,Older than 1 year,MALE,false,LARGE,BLACK,2012,Euthanized
Owner Surrender,2012,July,,Older than 7 years,MALE,true,MED,YELLOW,2012,Euthanized
Stray,2012,March,,Older than 1 year,FEMALE,true,MED,GRAY TABBY,2012,Other
Owner Surrender,2011,July,,,FEMALE,false,LARGE,TORTIE,2011,Other
Owner Surrender,2012,May,,Older than 7 years,MALE,false,X-LRG,BLACK,2012,Euthanized
Owner Surrender,2011,November,GERM SHEPHERD - MIX,Older than 7 years,FEMALE,true,LARGE,BLACK,2011,Euthanized
Owner Surrender,2011,December,BEAGLE - DACHSHUND,Older than 1 year,MALE,false,SMALL,BLACK,2011,Euthanized
Stray,2012,April,,,UNKNOWN,false,SMALL,ORG TABBY,2012,Euthanized
Stray,2012,August,,,UNKNOWN,false,KITTN,BLACK,2012,Euthanized
Stray,2011,June,,Older than 1 year,MALE,true,MED,BLACK,2011,Home
Reported Lost by Public,2012,May,SCOT TERRIER - SCHNAUZER MIN,Older than 7 years,MALE,true,SMALL,GRAY,2012,Other
Stray,2011,July,,,MALE,false,LARGE,BLACK,2011,Euthanized
Stray,2011,December,AUST CATTLE DOG - MANCHESTER TERR,Older than 1 year,FEMALE,true,MED,BLACK,2012,Other
Foster Return,2012,July,SIAMESE - MIX,Infant - Younger than 6 months,FEMALE,true,KITTN,CREAM,2012,Home
Stray,2011,April,,Infant - Younger than 6 months,MALE,false,PUPPY,BLUE,2011,Other
Stray,2012,June,,Infant - Younger than 6 months,MALE,true,KITTN,GRAY,2012,Home
Foster Return,2012,January,LABRADOR RETR - MIX,Youth - Younger than 1 year,MALE,true,PUPPY,CHOCOLATE,2012,Other
Owner Surrender,2011,June,,Older than 7 years,MALE,true,MED,TAN,2011,Other
Stray,2012,March,,,UNKNOWN,false,MED,WHITE,2012,Euthanized
Stray,2011,September,,,MALE,false,KITTN,BLK TABBY,2011,Euthanized
Stray,2011,March,GOLDEN RETR - MIX,,MALE,false,LARGE,GOLD,2011,Euthanized
Stray,2011,June,,Older than 7 years,FEMALE,true,LARGE,GRAY,2011,Other
Stray,2012,June,MIN PINSCHER - MIX,,FEMALE,false,SMALL,BROWN,2012,Other
Owner Surrender,2011,June,JACK RUSS TER - MIX,Youth - Younger than 1 year,MALE,true,SMALL,BL BRINDLE,2011,Home
Stray,2012,July,CHINESE SHARPEI - MIX,,MALE,false,LARGE,BROWN,2012,Euthanized
Owner Surrender,2012,May,,Infant - Younger than 6 months,MALE,false,KITTN,BLK TABBY,2012,Euthanized
Stray,2011,January,,Older than 1 year,MALE,false,LARGE,BROWN,2011,Home
Owner Surrender,2011,September,,Youth - Younger than 1 year,FEMALE,true,KITTN,TORTIE,2012,Home
Stray,2011,December,,,UNKNOWN,false,LARGE,BLACK,2011,Euthanized
Stray,2011,December,PIT BULL - LABRADOR RETR,Youth - Younger than 1 year,MALE,false,LARGE,BROWN,2012,Euthanized
Stray,2011,June,,Older than 1 year,FEMALE,true,SMALL,TRICOLOR,2011,Home
Owner Surrender,2011,September,,,FEMALE,false,KITTN,GRAY TABBY,2011,Euthanized
Stray,2011,October,,Older than 1 year,MALE,true,MED,SILVER,2011,Home
Stray,2011,December,BEAGLE - MIX,Infant - Younger than 6 months,MALE,true,PUPPY,BLACK,2012,Home
Stray,2011,January,,,FEMALE,false,MED,TORTIE,2011,Other
Stray,2012,February,BEAGLE - WELSH CORGI CAR,Infant - Younger than 6 months,MALE,true,PUPPY,GRAY,2012,Home
